TimeKey,Hour,Minute,TimeSlot
2137,21,37,Evening Social
2138,21,38,Evening Social
2139,21,39,Evening Social
2140,21,40,Evening Social
2141,21,41,Evening Social
2142,21,42,Evening Social
2143,21,43,Evening Social
2144,21,44,Evening Social
2145,21,45,Evening Social
2146,21,46,Evening Social
2147,21,47,Evening Social
2148,21,48,Evening Social
2149,21,49,Evening Social
2150,21,50,Evening Social
2151,21,51,Evening Social
2152,21,52,Evening Social
2153,21,53,Evening Social
2154,21,54,Evening Social
2155,21,55,Evening Social
2156,21,56,Evening Social
2157,21,57,Evening Social
2158,21,58,Evening Social
2159,21,59,Evening Social
2200,22,0,Closed
